bin,lo,hi,n,fraction,accuracy,confidence,model_id,benchmark,method,seed
2.0,0.13333333333333333,0.2,3.0,0.020134228187919462,0.0,0.16927028199036917,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
3.0,0.2,0.26666666666666666,18.0,0.12080536912751678,0.2222222222222222,0.23685240083270603,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
4.0,0.26666666666666666,0.3333333333333333,25.0,0.16778523489932887,0.44,0.29704505443573,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
5.0,0.3333333333333333,0.4,31.0,0.2080536912751678,0.3225806451612903,0.36319534720913055,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
6.0,0.4,0.4666666666666667,20.0,0.1342281879194631,0.3,0.43306672424077985,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
7.0,0.4666666666666667,0.5333333333333333,17.0,0.11409395973154363,0.47058823529411764,0.49220239239580493,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
8.0,0.5333333333333333,0.6,12.0,0.08053691275167785,0.5833333333333334,0.5707955211400986,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
9.0,0.6,0.6666666666666666,9.0,0.06040268456375839,0.6666666666666666,0.6210845443937514,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
10.0,0.6666666666666666,0.7333333333333333,4.0,0.026845637583892617,0.25,0.7018435150384903,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
11.0,0.7333333333333333,0.8,7.0,0.04697986577181208,0.7142857142857143,0.7648521917206901,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
12.0,0.8,0.8666666666666667,2.0,0.013422818791946308,0.5,0.806108683347702,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
13.0,0.8666666666666667,0.9333333333333333,1.0,0.006711409395973154,0.0,0.8720113635063171,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
14.0,0.9333333333333333,1.0,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,1
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
6.0,0.4,0.4666666666666667,7.0,0.023333333333333334,0.42857142857142855,0.4438610460077013,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
7.0,0.4666666666666667,0.5333333333333333,38.0,0.12666666666666668,0.2894736842105263,0.5143881204881167,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
8.0,0.5333333333333333,0.6,82.0,0.2733333333333333,0.35365853658536583,0.566424854644915,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
9.0,0.6,0.6666666666666666,57.0,0.19,0.2807017543859649,0.6335042223595736,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
10.0,0.6666666666666666,0.7333333333333333,51.0,0.17,0.3137254901960784,0.6933084469215542,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
11.0,0.7333333333333333,0.8,32.0,0.10666666666666667,0.46875,0.7657987549901009,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
12.0,0.8,0.8666666666666667,22.0,0.07333333333333333,0.36363636363636365,0.8264883539893411,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
13.0,0.8666666666666667,0.9333333333333333,5.0,0.016666666666666666,0.6,0.9043686270713807,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
14.0,0.9333333333333333,1.0,6.0,0.02,0.6666666666666666,0.9501528938611349,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,1
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
6.0,0.4,0.4666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
7.0,0.4666666666666667,0.5333333333333333,27.0,0.09,0.37037037037037035,0.5165006275530215,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
8.0,0.5333333333333333,0.6,51.0,0.17,0.27450980392156865,0.564058477972068,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
9.0,0.6,0.6666666666666666,30.0,0.1,0.3333333333333333,0.6249891976515453,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
10.0,0.6666666666666666,0.7333333333333333,28.0,0.09333333333333334,0.35714285714285715,0.7013116670506341,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
11.0,0.7333333333333333,0.8,30.0,0.1,0.6333333333333333,0.7689192096392313,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
12.0,0.8,0.8666666666666667,55.0,0.18333333333333332,0.7454545454545455,0.8396020466631109,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
13.0,0.8666666666666667,0.9333333333333333,71.0,0.23666666666666666,0.9154929577464789,0.8948012632383427,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
14.0,0.9333333333333333,1.0,8.0,0.02666666666666667,1.0,0.9450546205043793,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,1
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
2.0,0.13333333333333333,0.2,1.0,0.006711409395973154,0.0,0.15238654613494873,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
3.0,0.2,0.26666666666666666,11.0,0.0738255033557047,0.18181818181818182,0.2446435825391249,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
4.0,0.26666666666666666,0.3333333333333333,17.0,0.11409395973154363,0.23529411764705882,0.2978083701694713,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
5.0,0.3333333333333333,0.4,26.0,0.174496644295302,0.4230769230769231,0.3654052821489481,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
6.0,0.4,0.4666666666666667,22.0,0.1476510067114094,0.3181818181818182,0.43119324066422204,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
7.0,0.4666666666666667,0.5333333333333333,17.0,0.11409395973154363,0.35294117647058826,0.4945213619400473,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
8.0,0.5333333333333333,0.6,18.0,0.12080536912751678,0.3888888888888889,0.5640143520302243,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
9.0,0.6,0.6666666666666666,7.0,0.04697986577181208,0.7142857142857143,0.6238294499261039,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
10.0,0.6666666666666666,0.7333333333333333,11.0,0.0738255033557047,0.5454545454545454,0.6986640420826998,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
11.0,0.7333333333333333,0.8,7.0,0.04697986577181208,0.5714285714285714,0.7759204166276115,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
12.0,0.8,0.8666666666666667,5.0,0.03355704697986577,0.4,0.8292524695396424,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
13.0,0.8666666666666667,0.9333333333333333,6.0,0.040268456375838924,0.8333333333333334,0.899774412314097,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
14.0,0.9333333333333333,1.0,1.0,0.006711409395973154,0.0,0.9394161105155945,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,1
0.0,0.0,0.06666666666666667,26.0,0.08666666666666667,0.2692307692307692,0.03977024555206299,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
2.0,0.13333333333333333,0.2,25.0,0.08333333333333333,0.32,0.13502651453018188,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
5.0,0.3333333333333333,0.4,50.0,0.16666666666666666,0.34,0.3873984217643738,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
6.0,0.4,0.4666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
7.0,0.4666666666666667,0.5333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
8.0,0.5333333333333333,0.6,62.0,0.20666666666666667,0.4838709677419355,0.5445141196250916,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
9.0,0.6,0.6666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
10.0,0.6666666666666666,0.7333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
11.0,0.7333333333333333,0.8,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
12.0,0.8,0.8666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
14.0,0.9333333333333333,1.0,137.0,0.45666666666666667,0.5474452554744526,0.9999999999496981,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,1
0.0,0.0,0.06666666666666667,24.0,0.08,0.5,0.029049396514892578,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
4.0,0.26666666666666666,0.3333333333333333,23.0,0.07666666666666666,0.6086956521739131,0.27807193994522095,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
6.0,0.4,0.4666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
7.0,0.4666666666666667,0.5333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
8.0,0.5333333333333333,0.6,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
9.0,0.6,0.6666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
10.0,0.6666666666666666,0.7333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
11.0,0.7333333333333333,0.8,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
12.0,0.8,0.8666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
14.0,0.9333333333333333,1.0,253.0,0.8433333333333334,0.7786561264822134,0.9999999999601369,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,1
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
2.0,0.13333333333333333,0.2,3.0,0.020134228187919462,0.0,0.16760293145974478,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
3.0,0.2,0.26666666666666666,6.0,0.040268456375838924,0.3333333333333333,0.23622308174769083,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
4.0,0.26666666666666666,0.3333333333333333,7.0,0.04697986577181208,0.2857142857142857,0.29074286563055857,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
5.0,0.3333333333333333,0.4,6.0,0.040268456375838924,0.3333333333333333,0.3535567720731099,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
6.0,0.4,0.4666666666666667,4.0,0.026845637583892617,0.25,0.4361352249979973,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
7.0,0.4666666666666667,0.5333333333333333,12.0,0.08053691275167785,0.25,0.49751849969228107,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
8.0,0.5333333333333333,0.6,8.0,0.053691275167785234,0.25,0.5598593018949032,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
9.0,0.6,0.6666666666666666,9.0,0.06040268456375839,0.6666666666666666,0.6390408674875895,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
10.0,0.6666666666666666,0.7333333333333333,1.0,0.006711409395973154,0.0,0.720720112323761,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
11.0,0.7333333333333333,0.8,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
12.0,0.8,0.8666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
14.0,0.9333333333333333,1.0,93.0,0.6241610738255033,0.7419354838709677,0.9999999999330582,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,1
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
6.0,0.4,0.4666666666666667,26.0,0.08666666666666667,0.2692307692307692,0.4000000059604645,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
7.0,0.4666666666666667,0.5333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
8.0,0.5333333333333333,0.6,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
9.0,0.6,0.6666666666666666,75.0,0.25,0.3333333333333333,0.6000000238418579,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
10.0,0.6666666666666666,0.7333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
11.0,0.7333333333333333,0.8,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
12.0,0.8,0.8666666666666667,62.0,0.20666666666666667,0.4838709677419355,0.800000011920929,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
14.0,0.9333333333333333,1.0,137.0,0.45666666666666667,0.5474452554744526,1.0,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,1
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
6.0,0.4,0.4666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
7.0,0.4666666666666667,0.5333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
8.0,0.5333333333333333,0.6,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
9.0,0.6,0.6666666666666666,24.0,0.08,0.5,0.6000000238418579,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
10.0,0.6666666666666666,0.7333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
11.0,0.7333333333333333,0.8,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
12.0,0.8,0.8666666666666667,23.0,0.07666666666666666,0.6086956521739131,0.800000011920929,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
14.0,0.9333333333333333,1.0,253.0,0.8433333333333334,0.7786561264822134,1.0,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,1
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
2.0,0.13333333333333333,0.2,2.0,0.013422818791946308,0.0,0.16526909917593002,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
3.0,0.2,0.26666666666666666,3.0,0.020134228187919462,0.3333333333333333,0.24026127656300864,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
4.0,0.26666666666666666,0.3333333333333333,7.0,0.04697986577181208,0.2857142857142857,0.29074286563055857,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
5.0,0.3333333333333333,0.4,6.0,0.040268456375838924,0.3333333333333333,0.34760062396526337,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
6.0,0.4,0.4666666666666667,3.0,0.020134228187919462,0.3333333333333333,0.41652241349220276,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
7.0,0.4666666666666667,0.5333333333333333,15.0,0.10067114093959731,0.2,0.4981019099553426,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
